,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,Price
2101,3.125,38.0,4.9,1.01,402.0,4.02,34.24,-118.41,1.759
2102,3.2569,14.0,5.4388185,1.1687764,693.0,2.9240506,34.72,-120.27,2.308
2103,13.5728,36.0,8.321023,1.0397727,1054.0,2.9943182,34.07,-118.49,5.00001
2104,4.7738,35.0,6.048485,0.9878788,1409.0,4.269697,33.81,-117.96,1.8
2105,2.4022,47.0,4.741848,1.0081521,1079.0,2.9320652,34.01,-118.32,1.234
2106,3.7318,43.0,4.13,1.07,1029.0,2.058,37.39,-122.09,3.277
2107,2.6635,32.0,4.155629,1.1192054,782.0,2.5894039,32.79,-116.97,1.136
2108,3.1042,18.0,5.4634147,0.9268293,95.0,2.317073,38.53,-121.28,1.65
2109,2.2982,45.0,5.5,1.06,1980.0,3.6,32.74,-117.21,0.875
2110,5.3428,14.0,6.3260074,1.1062272,1116.0,4.087912,37.59,-122.04,2.436
2111,1.2762,17.0,3.4323308,1.0225564,1325.0,2.4906015,34.42,-119.69,2.536
2112,5.7211,23.0,6.4650903,1.1396396,1843.0,2.0754504,37.43,-122.21,5.00001
2113,2.3507,12.0,5.5310736,1.0423728,875.0,2.4717515,39.82,-121.59,0.976
2114,6.2079,12.0,6.2322097,0.9737828,2106.0,2.6292136,33.24,-117.2,3.073
2115,2.0938,42.0,4.036842,1.0973685,1295.0,3.4078948,34.0,-118.28,1.192
2116,4.0,26.0,4.587234,1.0829787,1142.0,2.4297872,34.19,-118.5,2.247
2117,3.7596,21.0,4.112228,1.1055276,1015.0,1.7001675,32.84,-117.28,3.813
2118,2.9643,48.0,5.0286975,1.0529802,1219.0,2.6909492,38.29,-122.3,1.54
2119,2.7404,15.0,5.9528303,1.0636792,1207.0,2.846698,36.79,-119.69,0.763
2120,3.7337,17.0,4.7701755,1.0333333,1386.0,2.4315789,35.27,-120.66,2.082
2121,3.6392,8.0,5.7094264,1.0835763,2808.0,2.728863,38.17,-122.51,2.463
2122,4.1023,45.0,5.9557524,1.0707965,880.0,2.5958703,33.83,-118.17,2.173
2123,6.0235,37.0,5.7150736,0.9944853,1566.0,2.8786764,37.24,-121.95,4.135
2124,4.3882,24.0,5.0821395,1.0152818,4011.0,3.8309455,33.74,-117.92,1.893
2125,3.003,18.0,4.571429,1.1428572,520.0,3.3766234,37.35,-120.57,1.013
2126,5.4284,5.0,6.1769795,1.0705322,7158.0,3.0973604,34.53,-118.7,2.363
2127,3.0,21.0,4.587455,1.0832328,1511.0,1.822678,33.77,-118.03,2.212
2128,2.5986,11.0,4.2642536,0.99366516,5982.0,5.4135747,36.69,-121.62,1.357
2129,3.0982,18.0,4.7700257,1.0826874,1581.0,4.0852714,33.21,-117.24,1.113
2130,4.9087,32.0,4.3201375,0.9948365,1160.0,1.9965577,37.37,-122.06,3.227
2131,5.1024,28.0,5.210744,0.9628099,609.0,2.5165288,33.46,-117.66,3.127
2132,5.4847,36.0,5.7355623,1.0911855,761.0,2.3130698,34.17,-118.59,2.96
2133,2.0458,27.0,3.6190476,1.0627706,1723.0,3.729437,33.78,-118.26,1.745
2134,3.0429,27.0,4.9331846,0.97995543,1987.0,4.42539,34.04,-117.74,1.296
2135,4.0491,36.0,6.7203646,1.1671733,868.0,2.6382978,32.79,-117.02,1.479
2136,2.6152,17.0,4.6248302,1.1071913,4526.0,3.0705564,33.13,-117.07,1.353
2137,3.6895,29.0,5.475,0.9909091,1142.0,2.5954545,36.32,-119.32,0.877
2138,6.6739,45.0,5.792683,1.0170732,751.0,1.8317074,34.13,-118.34,5.00001
2139,3.1373,23.0,3.7522411,1.0749797,2391.0,1.9486552,34.15,-118.37,2.631
2140,4.25,24.0,5.353436,1.1037868,1656.0,2.3225806,33.78,-117.84,2.48
2141,1.4554,52.0,2.4983714,1.242671,1520.0,2.47557,37.78,-122.41,3.75
2142,2.2146,31.0,3.9568036,0.9589633,1669.0,3.6047516,33.11,-117.08,1.167
2143,3.8506,22.0,4.9448457,1.0302036,5254.0,3.4497702,33.76,-117.91,1.674
2144,4.3456,19.0,4.7103825,0.91256833,407.0,2.2240436,37.66,-122.13,1.63
2145,2.6071,10.0,11.632978,2.630319,1020.0,2.712766,34.23,-116.76,0.89
2146,4.7917,34.0,6.1123285,0.98630136,1035.0,2.8356164,37.25,-121.92,2.432
2147,8.7783,14.0,7.86711,0.98671097,796.0,2.6445184,37.74,-121.01,4.35
2148,3.4821,9.0,5.363538,1.0151926,5372.0,2.9148128,37.52,-120.86,1.271
2149,8.4614,18.0,5.5586205,0.9672414,1310.0,2.2586207,33.53,-117.76,3.919
2150,4.4904,18.0,6.00312,1.0291212,6296.0,3.274051,32.87,-117.0,1.504
2151,2.6964,21.0,4.6603775,1.1981132,489.0,4.6132073,34.2,-119.18,1.708
2152,2.56,16.0,4.3950615,0.9074074,355.0,2.191358,34.91,-120.45,1.5
2153,2.7368,29.0,5.1810346,0.9913793,2317.0,3.329023,38.49,-121.5,0.782
2154,6.0857,5.0,6.2085586,1.0344827,6600.0,2.7420025,32.93,-117.08,3.083
2155,4.4038,45.0,4.5718474,0.89442813,891.0,2.612903,33.98,-118.36,2.594
2156,3.9028,28.0,4.8532777,1.082206,1963.0,2.0426638,34.16,-118.42,3.679
2157,1.3929,33.0,3.6574585,1.0110497,607.0,3.3535912,36.75,-119.83,0.556
2158,3.2469,33.0,4.5603013,1.0050251,2257.0,2.835427,34.08,-117.87,2.069
2159,2.3029,45.0,4.472603,1.1369863,3117.0,5.337329,34.18,-118.15,1.488
2160,3.2122,29.0,4.13382,0.9708029,1052.0,2.5596106,34.07,-117.92,1.955
2161,1.1859,52.0,2.9220233,1.0516332,1721.0,1.8134879,37.87,-122.26,2.417
2162,2.0284,34.0,4.9428573,1.0657142,730.0,2.0857143,32.77,-117.06,1.618
2163,1.0,33.0,4.1409397,1.2516779,777.0,2.6073825,33.19,-115.46,0.4
2164,2.3013,34.0,4.897959,1.0510204,808.0,2.7482994,35.13,-119.45,0.266
2165,3.4837,35.0,4.6723166,0.9124294,1065.0,3.0084746,33.78,-117.92,1.865
2166,3.858,24.0,7.6621623,1.1148648,847.0,2.8614864,38.47,-122.65,2.144
2167,2.1597,23.0,4.137346,1.1064814,1279.0,1.9737654,32.76,-117.12,1.161
2168,3.6034,16.0,3.2209568,1.0546697,793.0,1.8063781,34.44,-119.82,1.5
2169,3.9722,27.0,4.6192713,1.0963572,1877.0,2.2056403,37.55,-122.31,3.541
2170,1.2132,23.0,8.714286,2.4615386,338.0,1.8571428,33.35,-115.73,0.3
2171,3.0833,42.0,6.027027,0.9684685,617.0,2.7792792,36.7,-119.63,1.333
2172,6.6087,31.0,6.5,0.9684685,627.0,2.8243244,37.34,-122.05,4.165
2173,3.6,37.0,4.3497267,0.95628417,740.0,4.043716,33.9,-118.1,1.564
2174,3.5804,45.0,4.9056,1.0544,1287.0,2.0592,34.14,-118.1,3.244
2175,2.6538,42.0,3.6193771,0.9930796,1218.0,4.214533,33.94,-118.22,1.434
2176,3.3571,14.0,5.227941,1.1066177,1613.0,2.9650736,38.3,-122.49,1.936
2177,1.9621,27.0,4.079002,1.1309772,1492.0,3.101871,33.85,-117.93,1.181
2178,2.5721,52.0,4.306213,1.1139053,1696.0,2.5088758,37.78,-122.44,4.75
2179,4.4271,28.0,5.7430553,1.2361112,703.0,4.8819447,36.86,-121.73,1.757
2180,4.9167,16.0,4.5581098,1.0485313,1505.0,1.9220945,34.13,-118.14,2.511
2181,5.5714,34.0,6.2445583,1.0435339,2521.0,3.227913,34.27,-118.49,2.259
2182,2.5795,27.0,4.2746115,1.1476684,1359.0,3.5207255,33.75,-118.29,1.924
2183,5.4228,24.0,5.3917527,0.9628866,3795.0,3.9123712,37.39,-121.95,2.641
2184,3.9408,49.0,4.444795,0.9873817,1268.0,4.0,33.97,-118.21,1.706
2185,3.045,26.0,4.44364,1.0723889,3596.0,3.7187176,33.78,-117.91,1.84
2186,4.425,35.0,4.7239585,0.9505208,1025.0,2.6692708,37.67,-122.44,2.684
2187,2.6364,48.0,4.1825843,0.91573036,1115.0,3.1320224,37.73,-122.4,1.993
2188,2.7048,8.0,4.228404,0.9692533,2441.0,3.5739386,32.59,-117.08,1.53
2189,10.9529,17.0,8.609959,1.087137,704.0,2.921162,32.83,-117.25,5.00001
2190,5.6159,28.0,6.3496504,0.993007,368.0,2.5734265,34.18,-118.58,3.405
2191,2.5476,25.0,4.7708335,1.03125,657.0,2.28125,38.45,-120.88,0.979
2192,1.8843,16.0,4.4147468,1.0399386,3078.0,4.728111,35.68,-119.22,0.552
2193,7.5839,13.0,8.268908,1.0672269,364.0,3.0588236,33.95,-117.75,4.269
2194,3.5,42.0,4.9110575,0.90865386,869.0,2.0889423,34.02,-118.33,1.811
2195,3.9934,18.0,4.857143,0.8095238,55.0,2.6190476,34.08,-118.68,5.00001
2196,2.5111,49.0,4.8867927,0.9643606,1290.0,2.7044024,36.75,-119.75,0.554
2197,2.1375,39.0,4.8834953,1.036061,2256.0,3.1289876,34.13,-117.26,0.875
2198,4.7804,17.0,5.305128,1.0320513,2442.0,3.1307693,33.78,-117.8,2.42
2199,2.6445,39.0,5.113176,1.027027,2199.0,3.7145271,36.52,-119.35,0.62
2200,6.1256,16.0,5.4155407,0.9695946,1080.0,3.6486487,37.41,-121.86,2.669
2201,2.3,40.0,3.8188405,0.9094203,1056.0,3.826087,34.17,-118.14,1.467
2202,2.6038,18.0,4.269231,1.2230769,1095.0,2.8076923,34.15,-118.13,1.556
2203,6.7694,29.0,6.6546054,1.0855263,747.0,2.4572368,34.15,-118.59,3.697
2204,3.2778,41.0,4.5,1.0035971,1053.0,3.7877698,33.8,-118.21,1.508
2205,2.8333,15.0,3.7089553,1.1074626,1994.0,2.9761195,34.23,-118.36,1.832
2206,3.7454,52.0,4.6037736,1.0075471,488.0,1.8415095,36.62,-121.91,2.438
2207,4.556,23.0,6.1155915,1.0241935,2301.0,3.092742,34.27,-118.73,2.053
2208,2.4844,46.0,4.321678,1.0769231,1360.0,3.1701632,33.85,-118.2,1.582
2209,2.5509,32.0,3.6805556,1.0456349,2568.0,5.095238,33.83,-117.91,1.708
2210,5.2019,32.0,5.4558825,1.007353,673.0,2.4742646,37.35,-121.96,2.799
2211,1.8472,38.0,4.248266,1.1040221,2153.0,2.9861305,33.98,-118.33,1.491
2212,4.6357,4.0,6.042193,1.0447196,10877.0,2.748105,33.15,-117.27,2.449
2213,4.7404,29.0,5.553226,1.0241935,2257.0,3.6403227,33.74,-117.98,2.075
2214,3.8,46.0,5.6590257,0.991404,791.0,2.2664757,40.78,-124.16,0.818
2215,1.7167,24.0,5.4,1.2731707,768.0,3.7463415,39.1,-121.59,0.488
2216,15.0001,37.0,9.333333,1.0378007,809.0,2.7800686,34.09,-118.41,5.00001
2217,4.0294,18.0,5.8652697,1.0409181,3114.0,3.1077845,34.13,-117.37,1.332
2218,2.473,44.0,5.29863,1.0273973,750.0,2.0547945,34.17,-118.33,2.518
2219,3.1755,15.0,5.332579,1.0950227,1110.0,2.5113122,35.65,-117.74,0.817
2220,3.7619,47.0,4.9973617,1.0765171,1629.0,4.298153,34.04,-118.2,1.276
2221,1.7267,19.0,6.096606,1.3524804,1028.0,2.6840732,39.92,-120.09,0.607
2222,5.4719,38.0,5.8900805,0.95710456,1228.0,3.2922251,37.52,-122.28,3.979
2223,4.0781,26.0,6.3679247,1.1194968,2072.0,3.2578616,38.64,-122.94,2.878
2224,5.4359,33.0,5.32687,1.2714682,1412.0,3.9113574,33.95,-118.34,1.941
2225,3.5772,36.0,5.48659,1.0153257,749.0,2.869732,33.91,-118.12,2.074
2226,2.375,52.0,4.2897196,1.046729,276.0,2.5794392,34.27,-119.27,1.984
2227,2.3214,48.0,4.3679013,1.0592593,993.0,2.4518518,34.04,-118.36,1.394
2228,7.1472,25.0,7.613333,1.08,486.0,3.24,33.89,-117.87,2.701
2229,5.2384,35.0,5.543269,0.9230769,884.0,4.25,33.81,-117.96,1.774
2230,2.5352,13.0,9.793028,1.8649237,1149.0,2.503268,38.25,-120.37,1.137
2231,3.6,35.0,5.2891564,0.9879518,1026.0,3.0903614,33.85,-117.9,1.935
2232,3.5789,28.0,5.278438,1.008489,1559.0,2.6468592,32.73,-117.09,1.203
2233,4.5278,16.0,5.934066,0.9120879,507.0,2.7857144,38.01,-121.36,1.669
2234,2.5553,16.0,3.7178702,1.1113831,2592.0,1.5862913,32.74,-117.14,1.781
2235,5.0151,33.0,4.8042765,1.0723684,1124.0,1.8486842,34.05,-118.42,5.00001
2236,3.7344,47.0,6.219101,1.1179775,437.0,2.4550562,33.99,-118.34,1.794
2237,6.1946,27.0,5.8614864,0.9673423,2363.0,2.661036,34.27,-118.27,2.761
2238,4.5729,22.0,4.223827,1.0541517,1141.0,2.0595667,33.92,-118.41,3.375
2239,3.5213,48.0,4.8450704,1.0784708,1005.0,2.0221329,34.43,-119.71,4.586
2240,3.8571,42.0,5.13278,0.9626556,900.0,3.7344398,37.37,-121.84,1.875
2241,4.5766,18.0,6.0885415,0.96875,614.0,3.1979167,38.56,-121.32,1.087
2242,2.1217,38.0,5.557377,1.1540984,1279.0,4.193443,33.73,-116.22,0.685
2243,5.1482,12.0,6.781582,1.2443919,2104.0,2.4840615,33.38,-117.63,5.00001
2244,1.9647,23.0,3.431694,1.1484517,3940.0,3.5883424,33.78,-118.17,1.862
2245,3.4875,15.0,5.742475,1.0501672,2896.0,3.2285395,34.51,-117.17,0.908
2246,1.9125,36.0,3.3327205,1.0294118,1501.0,2.7591913,34.14,-118.24,2.38
2247,4.5278,43.0,5.1063347,0.9705882,1418.0,3.208145,34.23,-118.44,1.818
2248,3.692,34.0,5.033088,0.99264705,1005.0,3.6948528,33.99,-118.09,1.726
2249,6.5772,20.0,8.269231,1.0109891,635.0,3.489011,32.67,-117.02,2.452
2250,2.5403,52.0,3.6639428,1.052094,2259.0,2.3074565,37.76,-122.42,2.5
2251,5.3705,5.0,6.6460676,1.1310861,1571.0,2.9419475,33.45,-117.63,3.635
2252,2.6071,45.0,4.225806,0.9032258,89.0,2.8709676,33.99,-117.35,1.125
2253,6.6603,9.0,6.206642,1.0738007,1015.0,3.7453876,33.82,-117.86,2.309
2254,10.1248,25.0,7.5454545,0.9710744,1525.0,3.1508265,34.06,-117.87,4.285
2255,6.6343,52.0,7.166189,1.0372493,748.0,2.1432664,34.06,-118.4,5.00001
2256,4.0129,17.0,4.0592337,0.9686411,598.0,2.0836236,37.34,-122.03,3.424
2257,3.0313,45.0,4.2493296,0.8820375,981.0,2.6300268,37.95,-122.33,1.358
2258,7.0592,16.0,7.4345794,1.0023365,1663.0,3.885514,33.87,-117.76,2.882
2259,6.9712,5.0,7.2418056,1.0123634,11956.0,3.4376078,34.26,-118.9,3.213
2260,1.1915,45.0,5.5943775,1.1807228,521.0,2.0923696,41.31,-122.32,0.719
2261,5.6785,20.0,6.0516405,1.0182894,4952.0,2.6637979,34.12,-117.71,2.395
2262,3.25,17.0,4.8293514,0.9112628,861.0,2.9385664,36.8,-119.71,0.814
2263,1.925,43.0,2.3435583,1.0314417,3920.0,3.006135,34.08,-118.29,3.0
2264,0.8836,30.0,2.6622808,1.0789474,1648.0,2.4093568,37.8,-122.41,4.5
2265,3.7721,25.0,4.0088496,1.1317601,1719.0,1.6902655,34.05,-118.46,3.375
2266,4.7375,45.0,5.26615,1.0180879,1086.0,2.8062015,33.94,-118.41,2.896
2267,1.6023,35.0,6.3235292,1.3235294,100.0,2.9411764,37.95,-122.37,0.813
2268,2.0094,19.0,4.3515296,1.0707859,4030.0,2.4175165,39.76,-121.86,0.873
2269,2.4609,23.0,4.344,1.072,825.0,3.3,33.83,-118.01,2.196
2270,5.3074,18.0,4.6172414,0.97931033,761.0,2.6241379,33.03,-117.08,1.372
2271,2.425,40.0,4.950392,1.0861619,950.0,2.4804177,33.74,-118.3,2.55
2272,1.3167,49.0,4.9692307,1.174359,599.0,3.071795,37.94,-122.37,0.716
2273,8.4699,25.0,7.627685,0.96897376,978.0,2.3341289,38.58,-121.36,3.44
2274,5.7837,49.0,6.137037,0.9851852,613.0,2.2703705,37.59,-122.38,3.781
2275,3.1667,44.0,4.7163744,1.0087719,1227.0,3.5877192,33.93,-118.19,1.457
2276,2.1553,26.0,4.4631195,0.9987908,2072.0,2.5054414,35.33,-119.02,0.847
2277,1.9375,41.0,5.609137,1.3045685,816.0,4.142132,34.11,-117.31,0.641
2278,2.7321,28.0,5.043269,1.1298077,705.0,3.3894231,36.85,-121.79,1.5
2279,4.0588,45.0,5.8222747,1.0545024,1129.0,2.6753554,37.68,-122.13,1.828
2280,3.8021,45.0,4.8764567,1.051282,1190.0,2.7738929,33.99,-118.43,3.23
2281,3.9,14.0,6.3539324,1.0842696,520.0,2.9213483,39.05,-121.19,1.804
2282,2.4912,29.0,3.7248,1.1312,2304.0,1.8432,37.81,-122.25,2.578
2283,1.879,28.0,2.8479686,1.0733945,2548.0,3.3394496,34.09,-118.32,2.188
2284,2.8321,29.0,4.8235292,1.1058824,939.0,2.7617648,37.79,-122.2,1.5
2285,2.225,26.0,5.742718,1.3398058,513.0,2.4902914,40.97,-121.89,0.52
2286,1.5633,41.0,4.59019,1.0901898,1426.0,2.256329,39.74,-121.85,0.845
2287,3.0445,36.0,4.0428133,1.030581,1211.0,1.851682,32.76,-117.15,2.148
2288,1.5303,40.0,4.9496646,1.1644295,1222.0,4.1006713,33.96,-118.26,0.953
2289,2.2212,41.0,3.7875,0.975,216.0,2.7,35.37,-119.0,0.555
2290,3.5833,36.0,5.181818,0.973262,1118.0,2.9893048,34.04,-118.13,2.273
2291,4.1136,30.0,4.1450095,1.0527307,1194.0,2.2485876,34.12,-118.07,2.799
2292,2.08,30.0,5.140316,1.055336,1702.0,3.3636363,39.12,-121.57,0.566
2293,3.7679,39.0,4.5172415,1.1544827,1137.0,1.5682758,37.81,-122.43,5.00001
2294,5.3351,14.0,7.7145967,1.0871459,1577.0,3.4357297,38.29,-122.33,2.699
2295,5.5196,45.0,5.4444447,1.0123457,1474.0,2.5996473,33.83,-118.13,2.276
2296,4.1365,27.0,4.0144434,1.006797,1945.0,1.6525064,34.02,-118.49,4.708
2297,3.0533,19.0,4.93719,1.0347108,1610.0,2.6611571,38.67,-121.21,1.121
2298,5.0969,4.0,5.729943,1.1540115,3596.0,2.5759313,38.06,-122.32,1.742
2299,1.8466,43.0,4.701807,1.0662651,862.0,2.5963855,37.59,-120.95,0.815
2300,2.8036,24.0,4.39976,1.0444177,1954.0,2.3457384,36.97,-121.97,2.285
2301,1.9612,32.0,4.34322,1.0974576,874.0,3.70339,35.37,-118.96,0.534
2302,4.5714,26.0,5.0444446,0.82222223,735.0,2.3333333,33.81,-117.94,2.432
2303,10.5511,19.0,8.986207,1.0689656,450.0,3.1034484,34.14,-118.59,4.831
2304,3.0486,34.0,5.4436274,1.0686275,1131.0,2.7720587,35.34,-119.03,0.685
2305,4.0972,32.0,4.716981,0.8867925,663.0,3.1273584,38.01,-121.89,0.992
2306,3.3977,34.0,5.1611724,1.1172161,819.0,3.0,34.07,-117.93,1.888
2307,2.2215,15.0,5.3524723,1.106858,1232.0,1.9649123,36.83,-119.79,0.722
2308,3.0542,37.0,5.0940766,0.8954704,849.0,2.958188,33.95,-117.41,1.239
2309,1.8958,39.0,5.014409,1.0115274,1098.0,3.1642652,36.74,-119.75,0.513
2310,3.9929,19.0,5.968661,0.982906,1973.0,2.8105414,35.14,-119.47,0.883
2311,3.6923,28.0,5.8544974,1.031746,1096.0,2.8994708,40.54,-122.37,0.869
2312,2.2264,24.0,3.8861284,1.0745342,898.0,1.8592132,32.75,-117.13,1.125
2313,0.9,52.0,2.2374742,1.0535346,3260.0,2.2374742,37.8,-122.41,5.00001
2314,4.6,30.0,6.246732,1.2091503,1449.0,2.3676472,34.16,-118.47,3.925
2315,1.6467,34.0,4.0784316,1.082353,1083.0,4.247059,33.96,-118.27,0.909
2316,2.1955,46.0,5.6950207,1.126556,1423.0,2.9522822,35.13,-119.46,0.269
2317,2.7813,30.0,4.3862276,1.1062875,1661.0,2.486527,38.63,-121.39,1.189
2318,3.3941,22.0,5.450608,0.99848026,3526.0,2.6793313,38.74,-121.26,1.359
2319,3.1458,42.0,4.6453204,0.84236455,466.0,2.2955666,33.94,-117.4,1.16
2320,1.3906,38.0,5.4038463,1.0576923,151.0,2.9038463,34.06,-117.12,1.208
2321,2.9073,35.0,4.6915584,1.0032468,795.0,2.581169,38.46,-122.72,1.57
2322,3.425,36.0,3.6749654,1.020747,2274.0,3.1452281,34.07,-118.3,2.817
2323,4.5659,5.0,6.012959,1.1195104,3723.0,2.6803455,34.67,-118.17,1.403
2324,2.862,21.0,4.248096,1.0663764,1949.0,2.1207836,37.87,-122.51,2.584
2325,5.25,16.0,7.0993376,1.0242826,1504.0,3.3200884,38.0,-121.86,1.617
2326,2.0284,35.0,5.3250885,1.1060071,868.0,3.0671377,38.22,-121.42,0.963
2327,1.6747,20.0,3.989648,1.0828158,3555.0,3.6801243,32.74,-117.1,1.0
2328,4.174,22.0,6.2131715,0.94974005,1757.0,3.0450606,39.1,-121.63,1.001
2329,5.1534,19.0,5.6280375,1.0299065,1665.0,3.1121495,38.43,-121.95,2.328
2330,0.9196,52.0,1.5504087,1.1035422,509.0,1.3869209,38.58,-121.49,1.375
2331,2.1141,27.0,3.8552036,1.0723982,1024.0,4.6334844,34.05,-117.74,1.109
2332,3.8355,15.0,6.419753,1.0397805,2626.0,3.6021948,38.71,-121.4,1.07
2333,2.9479,22.0,5.222494,1.1369193,1143.0,2.794621,34.6,-120.14,2.431
2334,1.9605,37.0,5.219212,1.0886699,1372.0,3.3793104,33.9,-118.25,1.062
2335,3.5781,4.0,19.178572,2.8452382,275.0,3.2738094,33.89,-117.13,2.444
2336,3.8167,21.0,6.1497397,1.1484375,2210.0,2.8776042,34.07,-117.87,2.587
2337,1.3039,22.0,4.538835,1.1711165,2011.0,2.4405339,33.75,-116.97,0.775
2338,5.741,35.0,6.4606743,1.0393258,741.0,4.1629214,34.27,-118.47,2.206
2339,4.4732,25.0,4.712617,1.0607476,1024.0,2.3925233,33.68,-117.92,2.456
2340,4.1099,10.0,6.83491,1.1255374,3176.0,2.7308683,40.57,-122.42,1.201
2341,2.2333,23.0,6.054313,1.086262,749.0,2.3929713,36.28,-119.29,1.201
2342,10.2614,16.0,6.4212766,0.9191489,578.0,2.4595745,34.16,-118.86,4.108
2343,1.5326,31.0,4.2441115,1.0599571,1052.0,2.2526767,40.88,-124.09,0.741
2344,3.5364,36.0,4.00201,1.0502512,2251.0,2.2623115,37.42,-122.13,3.141
2345,4.1767,34.0,5.3560605,0.9962121,983.0,3.7234848,33.92,-118.11,1.566
2346,3.2202,24.0,4.4,1.0775194,2151.0,3.3348837,34.11,-117.92,1.262
2347,1.4107,29.0,4.2474437,1.0715747,1887.0,3.8588958,36.76,-119.75,0.598
2348,4.3523,42.0,5.5886526,1.1099291,697.0,2.4716313,34.1,-118.06,2.836
2349,4.7609,25.0,5.4151435,1.0104438,1273.0,3.3237598,37.36,-122.02,3.78
2350,2.2961,46.0,3.4318182,0.9015151,533.0,4.037879,34.06,-118.2,1.125
2351,1.8068,34.0,3.9066339,1.036855,1272.0,3.125307,36.54,-119.39,0.59
2352,3.5045,30.0,3.7919464,1.0738255,932.0,2.0850112,37.39,-122.07,3.525
2353,5.1169,46.0,5.590106,0.9858657,603.0,2.130742,34.16,-118.39,4.143
2354,2.6563,29.0,3.6511629,1.1209302,1849.0,4.3,33.84,-117.91,1.625
2355,1.95,21.0,5.51073,1.3133047,537.0,2.304721,33.89,-116.51,0.61
2356,2.3077,36.0,4.4329267,1.1280488,1404.0,2.8536584,34.9,-117.01,0.555
2357,3.9828,36.0,5.7613635,0.99147725,820.0,2.3295455,32.8,-117.07,1.689
2358,1.398,14.0,5.654224,1.2121807,1011.0,1.9862475,37.51,-119.99,1.038
2359,3.0114,31.0,4.117021,0.9468085,1175.0,4.1666665,33.97,-118.14,1.77
2360,3.0909,30.0,4.4473686,1.1052631,1314.0,3.1435406,33.75,-117.99,1.844
2361,4.189,3.0,7.4893312,1.1970128,9623.0,3.4221194,33.9,-117.19,1.43
2362,3.9844,26.0,4.946043,1.028777,829.0,2.9820144,33.88,-118.36,2.307
2363,2.3339,16.0,3.761658,1.1519862,1192.0,2.058722,38.01,-121.36,0.871
2364,1.8396,44.0,4.7756286,1.098646,1363.0,2.6363637,34.13,-117.28,0.771
2365,1.5923,52.0,5.537423,1.208589,1926.0,2.3631902,41.2,-122.27,0.56
2366,1.9423,22.0,2.6218488,0.89915967,583.0,4.8991594,33.9,-118.22,0.984
2367,3.4612,29.0,5.010929,0.989071,379.0,2.0710382,34.15,-118.39,4.25
2368,3.5481,29.0,5.2618423,1.0157895,2602.0,3.4236841,34.11,-117.41,1.055
2369,4.45,37.0,5.2562675,0.9832869,895.0,2.4930363,37.95,-122.32,1.966
2370,8.0595,17.0,8.188406,1.057971,1052.0,3.0492754,37.22,-121.87,4.85
2371,3.0125,15.0,10.1685915,2.0577366,1103.0,2.5473442,38.55,-120.25,1.117
2372,5.2297,27.0,6.156658,1.0835509,1562.0,4.078329,37.35,-121.8,1.928
2373,4.8611,29.0,5.950178,0.9501779,891.0,3.1708186,33.8,-117.93,2.319
2374,3.2125,20.0,4.3980813,1.1438849,1305.0,3.1294963,34.4,-119.52,2.51
2375,1.59,49.0,4.391863,1.0706638,1525.0,3.2655246,37.63,-121.0,0.809
2376,3.6944,29.0,4.0487447,0.98522896,2449.0,3.6174297,34.08,-118.02,1.752
2377,5.9289,5.0,6.6928525,1.0412105,4496.0,2.895042,33.07,-117.2,4.113
2378,3.3958,25.0,6.0698004,1.2720798,2319.0,3.3034189,34.11,-117.42,1.119
2379,4.0272,45.0,4.583721,1.0209303,1245.0,2.8953488,34.13,-118.24,2.605
2380,2.5893,8.0,28.615385,5.4871793,27.0,0.6923077,39.75,-121.0,0.83
2381,2.3687,38.0,4.370968,1.0080645,1019.0,2.7392473,34.04,-118.35,1.468
2382,4.8536,23.0,5.5544553,1.029703,1984.0,2.8062234,34.37,-118.56,2.026
2383,2.9112,7.0,5.460481,1.0687286,4052.0,3.4810996,34.11,-117.45,1.217
2384,3.9261,23.0,5.4483924,1.0203046,1299.0,2.1979694,38.46,-122.71,2.133
2385,2.85,38.0,5.089347,1.0893471,1080.0,3.7113402,32.68,-117.06,1.258
2386,4.0365,18.0,5.974249,1.0014306,2164.0,3.0958512,38.21,-121.15,1.742
2387,1.925,20.0,5.5496182,1.2442749,624.0,2.3816793,33.57,-114.57,0.655
2388,3.8625,30.0,4.786026,1.0087336,741.0,3.235808,34.21,-119.18,2.347
2389,6.3199,23.0,6.9094076,0.9756098,978.0,3.4076655,34.3,-118.71,2.367
2390,4.0708,28.0,4.6428137,1.0458716,3420.0,2.0917432,33.82,-118.35,3.289
2391,3.4402,28.0,6.5228214,1.439834,1095.0,2.2717843,38.03,-121.65,1.924
2392,5.7393,9.0,5.7922707,0.90338165,629.0,3.0386474,34.03,-117.31,1.516
2393,6.2384,25.0,6.656201,1.0094192,1885.0,2.9591837,34.03,-117.8,2.476
2394,2.8588,14.0,3.8770883,1.1181384,1929.0,2.3019092,32.9,-117.12,0.925
2395,3.25,27.0,5.2525597,1.0187713,1411.0,2.4078498,38.31,-122.49,1.955
2396,2.0,17.0,7.2891564,1.9156626,416.0,5.0120482,37.31,-120.35,0.875
2397,1.4167,25.0,2.2002783,1.08484,2390.0,3.3240612,34.04,-118.28,2.0
2398,5.9582,21.0,6.1769385,0.9602386,1688.0,3.3558648,33.72,-117.95,2.88
